Normalized	Original	Bamfile	Location	Source	Subplate	Size (GB)	Type
CCH-WMD-1372-3-3	CCH-WMD-1372-3-3_wex1	CCH-WMD-1372-3-3_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/CCH-WMD-1372-3-3_wex1.bam	PlateIII	PlateIII	9.68	Exome
Ceroid-like-1743-5-1	Ceroid_like_1743_5_1	Ceroid_like_1743_5_1.bam	/projects/gleeson-storage/escott/cidr2/aligned/Ceroid_like_1743_5_1.bam	CIDR2		12.23	Exome
Ceroid-like-1743-5-2	Ceroid_like_1743_5_2	Ceroid_like_1743_5_2.bam	/projects/gleeson-storage/escott/cidr2/aligned/Ceroid_like_1743_5_2.bam	CIDR2		17.34	Exome
CHIME-681-3-3	CHIME-681-3-3	CHIME-681-3-3.bam	/projects/gleeson-storage2/escott/aligned/CHIME-681-3-3.bam	PlateV	N/A	10.34	Exome
CHIME-681-3-4	CHIME-681-3-4	CHIME-681-3-4.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/CHIME-681-3-4.bam	PlateII	PlateII	13.28	Exome
CMD-1047-III-3-2	CMD-1047-III-3-2	CMD-1047-III-3-2.bam	/projects/gleeson-storage2/escott/aligned/CMD-1047-III-3-2.bam	PlateIV	PlateIV_2	13.3	Exome
CMD-1047-III-3-4	CMD-1047-III-3-4	CMD-1047-III-3-4.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/CMD-1047-III-3-4.bam	PlateI	PlateI	24.13	Exome
CMD-2098-4-7	NDS-2098-4-7	NDS-2098-4-7.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2098-4-7.bam	PlateVI	PlateVI	8.35	Exome
COACH-1368-3-1	COACH-1368-3-1	COACH-1368-3-1.bam	/projects/gleeson-storage2/escott/aligned/COACH-1368-3-1.bam	PlateIV	PlateIV_2	12.96	Exome
COACH-1368-3-2	COACH-1368-3-2	COACH-1368-3-2.bam	/projects/gleeson-storage2/escott/aligned/COACH-1368-3-2.bam	PlateV	N/A	12.83	Exome
COACH-1368-4-1	COACH-1368-4-1	COACH-1368-4-1.bam	/projects/gleeson-storage2/escott/aligned/COACH-1368-4-1.bam	PlateV	N/A	8.26	Exome
COACH-1682-4-1	NDS-1682-4-1	NDS-1682-4-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1682-4-1.bam	PlateVI	PlateVI	8.89	Exome
Cobblestone-1380-3-4	Cobblestone-1380-3-4	Cobblestone-1380-3-4.bam	/projects/gleeson-storage2/escott/aligned/Cobblestone-1380-3-4.bam	PlateIV	PlateIV_3	14.42	Exome
COH-1643-5-1	NDS-1643-5-1	NDS-1643-5-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1643-5-1.bam	Plate5	N/A	8.62	Exome
COH-1643-5-1	COH-1643-5-1	COH-1643-5-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/COH-1643-5-1.bam	Plate5	N/A	8.62	Duplicate
COH-1643-5-2	NDS-1643-5-2	NDS-1643-5-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1643-5-2.bam	Plate5	N/A	9.44	Exome
COH-1643-5-2	COH-1643-5-2	COH-1643-5-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/COH-1643-5-2.bam	Plate5	N/A	9.44	Duplicate
COH-1643-6-1	NDS-1643-6-1	NDS-1643-6-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1643-6-1.bam	Plate5	N/A	10.7	Exome
COH-1643-6-1	COH-1643-6-1	COH-1643-6-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/COH-1643-6-1.bam	Plate5	N/A	10.7	Duplicate
COH-1644-4-1	NDS-1644-4-1	NDS-1644-4-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1644-4-1.bam	PlateVI	PlateVI	9.16	Exome
CVH-1027-5-1	CVH-1027-5-1	CVH-1027-5-1.bam	/projects/gleeson-storage2/escott/aligned/CVH-1027-5-1.bam	PlateV	N/A	10.29	Exome
CVH-1259-2-1	CVH-1259-2-1	CVH-1259-2-1.bam	/projects/gleeson-storage2/escott/aligned/CVH-1259-2-1.bam	PlateIV	PlateIV_1	7.44	Exome
CVH-1259-2-3	CVH-1259-2-3	CVH-1259-2-3.bam	/projects/gleeson-storage2/escott/aligned/CVH-1259-2-3.bam	PlateV	N/A	12.92	Exome
CVH-1297-I-4-3	CVH-1297-I-4-3	CVH-1297-I-4-3.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/CVH-1297-I-4-3.bam	PlateI	PlateI	25.37	Exome
CVH-1722-5-1	CVH_1722_5_1	CVH_1722_5_1.bam	/projects/gleeson-storage/escott/cidr2/aligned/CVH_1722_5_1.bam	CIDR2		18.92	Exome
CVH-1722-5-3	CVH_1722_5_3	CVH_1722_5_3.bam	/projects/gleeson-storage/escott/cidr2/aligned/CVH_1722_5_3.bam	CIDR2		21.53	Exome
CVH-235-2-1	CVH-235-2-1	CVH-235-2-1.bam	/projects/gleeson-storage2/escott/aligned/CVH-235-2-1.bam	PlateV	N/A	8.21	Exome
CVH-468-I-3-2	CVH-468-I-3-2	CVH-468-I-3-2.bam	/projects/gleeson-storage2/escott/aligned/CVH-468-I-3-2.bam	PlateV	N/A	9.4	Exome
CVH-468-I-3-4	CVH-468-I-3-4	CVH-468-I-3-4.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/CVH-468-I-3-4.bam	PlateII	PlateII	14.83	Exome
CVH-484-3-4	CVH-484-3-4	CVH-484-3-4.bam	/projects/gleeson-storage2/escott/aligned/CVH-484-3-4.bam	PlateV	N/A	10.58	Exome
CVH-525-3-3	CVH-525-3-3	CVH-525-3-3.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/CVH-525-3-3.bam	PlateI	PlateI	20.81	Exome
CVH-562-6-3	CVH-562-6-3	CVH-562-6-3.bam	/projects/gleeson-storage2/escott/aligned/CVH-562-6-3.bam	PlateV	N/A	13.92	Exome
CVH-575-3-1	CVH-575-3-1	CVH-575-3-1.bam	/projects/gleeson-storage2/escott/aligned/CVH-575-3-1.bam	PlateIV	PlateIV_3	15.25	Exome
CVH-575-3-2	CVH-575-3-2	CVH-575-3-2.bam	/projects/gleeson-storage2/escott/aligned/CVH-575-3-2.bam	PlateV	N/A	11.04	Exome
CVH-575-4-1	CVH-575-4-1	CVH-575-4-1.bam	/projects/gleeson-storage2/escott/aligned/CVH-575-4-1.bam	PlateIV	PlateIV_3	16.13	Exome
CVH-599-2-2	CVH-599-2-2	CVH-599-2-2.bam	/projects/gleeson-storage2/escott/aligned/CVH-599-2-2.bam	PlateIV	PlateIV_3	12.81	Exome
CVH-970-3-1	CVH-970-3-1	CVH-970-3-1.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/CVH-970-3-1.bam	PlateI	PlateI	23.78	Exome
DBD-1951-3-1	NDS-1951-3-1	NDS-1951-3-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1951-3-1.bam	PlateVI	PlateVI	10.67	Exome
DBD-1972-3-1	NDS-1972-3-1	NDS-1972-3-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1972-3-1.bam	PlateVI	PlateVI	7.89	Exome
DBD-1972-3-2	NDS-1972-3-2	NDS-1972-3-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1972-3-2.bam	PlateVI	PlateVI	8.03	Exome
DBD-2058-5-1	NDS-2058-5-1	NDS-2058-5-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2058-5-1.bam	PlateVI	PlateVI	7.5	Exome
DBD-2093-4-1	NDS-2093-4-1	NDS-2093-4-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2093-4-1.bam	PlateVI	PlateVI	9.05	Exome
DMJ-1592-4-2	DMJ-1592-4-2	DMJ-1592-4-2.bam	/projects/gleeson-storage/escott/From_Frazer/bamset1/GL.159242.LX_GCCAAT_L002.sorted.realigned.ided.bam	Frazer_aligned	N/A	9.79	Exome
DMJ-1592-4-2.WG	DMJ-1592-4-2.WG	DMJ-1592-4-2.WG.bam	/projects/gleeson-storage/gleeson/Haddad/DMJ-1592-4-2.bam	WG	WG	77.98	WG
DMJ-1592-4-3	DMJ-1592-4-3	DMJ-1592-4-3.bam	/projects/gleeson-storage/escott/From_Frazer/bamset1/GL.159243.LX_CTTGTA_L002.sorted.realigned.ided.bam	Frazer_aligned	N/A	12.45	Exome
DMJ-1592-4-3.WG	DMJ-1592-4-3.WG	DMJ-1592-4-3.WG.bam	/projects/gleeson-storage/gleeson/Haddad/DMJ-1592-4-3.bam	WG	WG	82.9	WG
DRV-1512-1-1	DRV-1512-1-1	DRV-1512-1-1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/DRV-1512-1-1.bam	PlateIII	PlateIII	11.31	Exome
DRV-1512-1-2	DRV-1512-1-2	DRV-1512-1-2.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/DRV-1512-1-2.bam	PlateII	PlateII	14.07	Exome
DRV-1512-2-1	DRV-1512-2-1	DRV-1512-2-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/DRV-1512-2-1.bam	PlateII	PlateII	15.34	Exome
DUB-1455-3-2	DUB-1455-3-2	DUB-1455-3-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/DUB-1455-3-2.bam	PlateI	PlateI	24.19	Exome
Dubowitz-1455-3-3	Dubowitz-1455-3-3_wex1	Dubowitz-1455-3-3_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/Dubowitz-1455-3-3_wex1.bam	PlateIII	PlateIII	11.7	Exome
Dubowitz-1815-3-11	Dubowitz-1815-3-11	Dubowitz-1815-3-11.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/Dubowitz-1815-3-11.bam	Plate5	N/A	10.21	Exome
Dubowitz-1815-3-8	Dubowitz-1815-3-8	Dubowitz-1815-3-8.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/Dubowitz-1815-3-8.bam	Plate5	N/A	9.98	Exome
Dubowitz-2200-3-3	NDS-2200-3-3	NDS-2200-3-3.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2200-3-3.bam	Plate7		10.59	Exome
DWM-1040-I-3-3	DWM-1040-I-3-3	DWM-1040-I-3-3.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/DWM-1040-I-3-3.bam	PlateI	PlateI	24.87	Exome
DWM-1454-3-8	DWM-1454-3-8	DWM-1454-3-8.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/DWM-1454-3-8.bam	PlateII	PlateII	17.5	Exome
DWM-182-4-3	DWM-182-4-3	DWM-182-4-3.bam	/projects/gleeson-storage2/escott/aligned/DWM-182-4-3.bam	PlateV	N/A	12.58	Exome
DWM-182-4-4	DWM-182-4-4	DWM-182-4-4.bam	/projects/gleeson-storage2/escott/aligned/DWM-182-4-4.bam	PlateIV	PlateIV_4	14.78	Exome
DWM-2159-4-3	NDS-2159-4-3	NDS-2159-4-3.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2159-4-3.bam	Plate7		10.25	Exome
DWM-263-2-1	DWM-263-2-1	DWM-263-2-1.bam	/projects/gleeson-storage2/escott/aligned/DWM-263-MB.bam	PlateV	N/A	9.87	Exome
Dysmorph-1360-4-2	Dysmorph-1360-4-2	Dysmorph-1360-4-2.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/Dysmorph-1360-4-2.bam	PlateII	PlateII	14.94	Exome
Dysmorph-1699-4-1	Dysmorph-1699-4-1	Dysmorph-1699-4-1.bam	/projects/gleeson-storage/escott/cidr2/aligned/Dysmorph_1699_4_1.bam	CIDR2	N/A	16.44	Exome
Dysmorph-1699-4-3	Dysmorph-1699-4-3	Dysmorph-1699-4-3.bam	/projects/gleeson-storage/escott/cidr2/aligned/Dysmorph_1699_4_3.bam	CIDR2	N/A	18.68	Exome
Dysmorphology-1360-4-1	Dysmorphology-1360-4-1_wex1	Dysmorphology-1360-4-1_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/Dysmorphology-1360-4-1_wex1.bam	PlateIII	PlateIII	11.75	Exome
Dysmporphology-1755-3-1	NDS-1755-3-1	NDS-1755-3-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-1755-3-1.bam	Plate7		6.47	Exome
Dysmporphology-1755-3-3	NDS-1755-3-3	NDS-1755-3-3.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-1755-3-3.bam	Plate7		6.45	Exome
EBH-520-3-2	EBH-520-3-2	EBH-520-3-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EBH-520-3-2.bam	PlateI	PlateI	22.35	Exome
EIEE-1299-3-2	EIEE-1299-3-2	EIEE-1299-3-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EIEE-1299-3-2.bam	Plate5	N/A	8.34	Exome
EIEE-1305-3-3	EIEE-1305-3-3	EIEE-1305-3-3.bam	/projects/gleeson-storage/escott/cidr1/aligned/C019AACXX_2_TTAGGC.ided.sort.dedup.indaln.mate.recal.bam	CIDR	N/A	11.08	Exome
EPI-1046-2-1	EPI-1046-2-1	EPI-1046-2-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-1046-2-1.bam	PlateV	N/A	13.99	Exome
EPI-1046-2-2	EPI-1046-2-2	EPI-1046-2-2.bam	/projects/gleeson-storage2/escott/aligned/EPI-1046-2-2.bam	PlateV	N/A	13.69	Exome
EPI-1154-I-3-1	EPI-1154-I-3-1	EPI-1154-I-3-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-1154-I-3-1.bam	PlateV	N/A	9.06	Exome
EPI-1154-I-3-2	EPI-1154-I-3-2	EPI-1154-I-3-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-1154-I-3-2.bam	PlateI	PlateI	22.25	Exome
EPI-1189-I-4-2	EPI-1189-I-4-2	EPI-1189-I-4-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-1189-I-4-2.bam	PlateI	PlateI	20.77	Exome
EPI-1189-I-4-3	EPI-1189-I-4-3_wex1	EPI-1189-I-4-3_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/EPI-1189-I-4-3_wex1.bam	PlateIII	PlateIII	11.09	Exome
EPI-1189-II-4-4	EPI-1189-II-4-4	EPI-1189-II-4-4.bam	/projects/gleeson-storage2/escott/aligned/EPI-1189-II-4-4.bam	PlateV	N/A	8.89	Exome
EPI-1189-II-4-5	EPI-1189-II-4-5	EPI-1189-II-4-5.bam	/projects/gleeson-storage2/escott/aligned/EPI-1189-II-4-5.bam	PlateV	N/A	9.43	Exome
EPI-1224-I-3-2	EPI-1224-I-3-2	EPI-1224-I-3-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-1224-I-3-2.bam	PlateI	PlateI	30.23	Exome
EPI-1224-I-3-6	EPI-1224-I-3-6_wex1	EPI-1224-I-3-6_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/EPI-1224-I-3-6_wex1.bam	PlateIII	PlateIII	12.01	Exome
EPI-1308-3-3	EPI-1308-3-3	EPI-1308-3-3.bam	/projects/gleeson-storage2/escott/aligned/EPI-1308-3-3.bam	PlateV	N/A	9.41	Exome
EPI-1308-3-4	EPI-1308-3-4	EPI-1308-3-4.bam	/projects/gleeson-storage2/escott/aligned/EPI-1308-3-4.bam	PlateV	N/A	9.84	Exome
EPI-1317-3-1	EPI-1317-3-1	EPI-1317-3-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-1317-3-1.bam	PlateIII	PlateIII	37.58	Exome
EPI-1317-3-2	EPI-1317-3-2	EPI-1317-3-2.bam	/projects/gleeson-storage2/escott/aligned/EPI-1317-3-2.bam	PlateV	N/A	8.99	Exome
EPI-1317-3-3	EPI-1317-3-3	EPI-1317-3-3.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/EPI-1317-3-3.bam	PlateIII	PlateIII	12.62	Exome
EPI-1347-I-2-1	EPI-1347-I-2-1	EPI-1347-I-2-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-1347-I-2-1.bam	PlateIV	PlateIV_1	6.99	Exome
EPI-1347-III-3-1	EPI-1347-III-3-1	EPI-1347-III-3-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-1347-III-3-1.bam	PlateIV	PlateIV_2	13.92	Exome
EPI-1347-III-3-2	EPI-1347-III-3-2	EPI-1347-III-3-2.bam	/projects/gleeson-storage2/escott/aligned/EPI-1347-III-3-2.bam	PlateV	N/A	9.56	Exome
EPI-1538-5-1	EPI-1538-5-1	EPI-1538-5-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-1538-5-1.bam	PlateIV	PlateIV_0	10.97	Exome
EPI-1538-5-2	EPI-1538-5-2	EPI-1538-5-2.bam	/projects/gleeson-storage2/escott/aligned/EPI-1538-5-2.bam	PlateV	N/A	13.68	Exome
EPI-1851-3-3	NDS-1851-3-3	NDS-1851-3-3.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1851-3-3.bam	PlateVI	PlateVI	6.45	Exome
EPI-1851-3-4	NDS-1851-3-4	NDS-1851-3-4.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1851-3-4.bam	PlateVI	PlateVI	8.49	Exome
EPI-1852-3-2	EPI-1852-3-2	EPI-1852-3-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1852-3-2.bam	Plate5	N/A	9.98	Exome
EPI-1852-3-5	EPI-1852-3-5	EPI-1852-3-5.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1852-3-5.bam	Plate5	N/A	14.31	Exome
EPI-1853-5-1	EPI-1853-5-1	EPI-1853-5-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1853-5-1.bam	Plate5	N/A	11.87	Exome
EPI-1853-5-4	EPI-1853-5-4	EPI-1853-5-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1853-5-4.bam	Plate5	N/A	9.23	Exome
EPI-1854-4-3	EPI-1854-4-3	EPI-1854-4-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1854-4-2.bam	PlateV	PlateV	6.71	Exome
EPI-1858-4-4	NDS-1858-4-4	NDS-1858-4-4.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1858-4-4.bam	Plate5	N/A	10.06	Exome
EPI-1858-4-4	EPI-1858-4-4	EPI-1858-4-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1858-4-4.bam	Plate5	N/A	10.06	Duplicate
EPI-1858-4-5	EPI-1858-4-5	EPI-1858-4-5.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1858-4-5.bam	Plate5	N/A	9.58	Exome
EPI-1859-I-5-1	EPI-1859-I-5-1	EPI-1859-I-5-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1859-I-5-1.bam	Plate5	N/A	6.97	Exome
EPI-1859-I-5-2	EPI-1859-I-5-2	EPI-1859-I-5-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1859-I-5-2.bam	Plate5	N/A	8.69	Exome
EPI-1860-4-4	EPI-1860-4-4	EPI-1860-4-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1860-4-4.bam	Plate5	N/A	7.86	Exome
EPI-1860-4-7	NDS-1860-4-7	NDS-1860-4-7.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1860-4-7.bam	Plate5	N/A	11.91	Exome
EPI-1860-4-7	EPI-1860-4-7	EPI-1860-4-7.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-1860-4-7.bam	Plate5	N/A	11.92	Duplicate
EPI-1969-3-2	NDS-1969-3-2	NDS-1969-3-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1969-3-2.bam	PlateVI	PlateVI	9.3	Exome
EPI-1969-3-5	NDS-1969-3-5	NDS-1969-3-5.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1969-3-5.bam	PlateVI	PlateVI	6.73	Exome
EPI-2155-II-3-1	NDS-2155-II-3-1	NDS-2155-II-3-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2155-II-3-1.bam	Plate7		12.33	Exome
EPI-2155-II-3-2	NDS-2155-II-3-2	NDS-2155-II-3-2.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2155-II-3-2.bam	Plate7		11.25	Exome
EPI-2183-IV-3-8	NDS-2182-IV-3-8	NDS-2182-IV-3-8.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2182-IV-3-8.bam	Plate7		10.17	Exome
EPI-2183-V-2-9	NDS-2182-V-2-9	NDS-2182-V-2-9.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2182-V-2-9.bam	Plate7		11.94	Exome
EPI-2227-5-8	NDS-2227-5-8	NDS-2227-5-8.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2227-5-8.bam	Plate7		10.59	Exome
EPI-2227-5-9	NDS-2227-5-9	NDS-2227-5-9.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2227-5-9.bam	Plate7		10.61	Exome
EPI-445-II-4-1	EPI-445-II-4-1	EPI-445-II-4-1.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-445-II-4-1.bam	PlateI	PlateI	22.46	Exome
EPI-445-II-4-2	EPI-445-II-4-2_wex1	EPI-445-II-4-2_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/EPI-445-II-4-2_wex1.bam	PlateIII	PlateIII	12.27	Exome
EPI-445-II-4-4	EPI-445-II-4-4_wex1	EPI-445-II-4-4_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/EPI-445-II-4-4_wex1.bam	PlateIII	PlateIII	12.89	Exome
EPI-893-3-2	EPI-893-3-2	EPI-893-3-2.bam	/projects/gleeson-storage2/escott/aligned/EPI-893-3-2.bam	PlateIV	PlateIV_2	12.57	Exome
EPI-893-3-3	EPI-893-3-3	EPI-893-3-3.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-893-3-3.bam	PlateI	PlateI	22.85	Exome
EPI-941-I-2-1	NDS-941-I-2-1	NDS-941-I-2-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-941-I-2-1.bam	Plate5	N/A	10.36	Exome
EPI-941-I-2-1	EPI-941-I-2-1	EPI-941-I-2-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-941-I-2-1.bam	Plate5	N/A	10.36	Duplicate
EPI-941-I-2-2	NDS-941-I-2-2	NDS-941-I-2-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-941-I-2-2.bam	Plate5	N/A	10.46	Exome
EPI-941-I-2-2	EPI-941-I-2-2	EPI-941-I-2-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/EPI-941-I-2-2.bam	Plate5	N/A	10.46	Duplicate
EPI-941-I-3-5	EPI-941-I-3-5	EPI-941-I-3-5.bam	/projects/gleeson-storage2/escott/aligned/EPI-941-I-3-5.bam	PlateIV	PlateIV_2	14.5	Exome
EPI-941-I-3-6	NDS-941-I-3-6	NDS-941-I-3-6.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-941-I-3-6.bam	Plate5	N/A	22.97	Exome
EPI-942-5-4	EPI-942-5-4_wex1	EPI-942-5-4_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/EPI-942-5-4_wex1.bam	PlateIII	PlateIII	9.91	Exome
EPI-942-6-3	EPI-942-6-3	EPI-942-6-3.bam	/projects/gleeson-storage2/escott/aligned/EPI-942-6-3.bam	PlateV	N/A	9.27	Exome
EPI-942-6-5	EPI-942-6-5	EPI-942-6-5.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-942-6-5.bam	PlateI	PlateI	22.51	Exome
EPI-945-4-2	EPI-945-4-2	EPI-945-4-2.bam	/projects/gleeson-storage2/escott/aligned/EPI-945-4-2.bam	PlateV	N/A	8.51	Exome
EPI-945-5-1	EPI-945-5-1	EPI-945-5-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-945-5-1.bam	PlateV	N/A	10.79	Exome
EPI-945-5-2	EPI-945-5-2	EPI-945-5-2.bam	/projects/gleeson-storage2/escott/aligned/EPI-945-5-2.bam	PlateIV	PlateIV_0	10.8	Exome
EPI-945-5-3	EPI-945-5-3	EPI-945-5-3.bam	/projects/gleeson-storage2/escott/aligned/EPI-945-5-3.bam	PlateV	N/A	10.87	Exome
EPI-968-I-4-1	EPI-968-I-4-1	EPI-968-I-4-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-968-I-4-1.bam	PlateIV	PlateIV_4	12.2	Exome
EPI-968-I-4-4_Old	EPI-968-I-4-4	EPI-968-I-4-4.bam	/projects/gleeson-storage2/escott/aligned/EPI-968-I-4-4.bam	Plate4	Plate4	50.52	Discard
EPI-968-II-4-1	EPI-968-II-4-1	EPI-968-II-4-1.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-968-II-4-1.bam	PlateI	PlateI	23.44	Exome
EPI-971-4-4	EPI-971-4-4	EPI-971-4-4.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-971-4-4.bam	PlateI	PlateI	24.65	Exome
EPI-971-I-4-2	EPI-971-I-4-2	EPI-971-I-4-2.bam	/projects/gleeson-storage2/escott/aligned/EPI-971-I-4-2.bam	PlateIV	PlateIV_1	7.92	Exome
EPI-976-5-1	EPI-976-5-1	EPI-976-5-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-976-5-1.bam	PlateV	N/A	9.48	Exome
EPI-976-5-3	EPI-976-5-3	EPI-976-5-3.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-976-5-3.bam	PlateI	PlateI	24.94	Exome
EPI-976-5-4	EPI-976-5-4	EPI-976-5-4.bam	/projects/gleeson-storage2/escott/aligned/EPI-976-5-4.bam	PlateV	N/A	9.66	Exome
EPI-977-4-1	EPI-977-4-1	EPI-977-4-1.bam	/projects/gleeson-storage2/escott/aligned/EPI-977-4-1.bam	PlateV	N/A	9.47	Exome
EPI-977-4-4	EPI-977-4-4	EPI-977-4-4.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/EPI-977-4-4.bam	PlateI	PlateI	22.26	Exome
